,name,car_ids,market_ids,cy,dr,at,ps,air,drv,prices,wght,dom,disp,hp,lngth,wdth,wb,mpg,sales,firm_ids,eu,re,sales*,dfi,ci,mpd,shares,clustering_ids,region,hpwt,space,trend,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,demand_instruments6,demand_instruments7,supply_instruments0,supply_instruments1,supply_instruments2,supply_instruments3,supply_instruments4,supply_instruments5,supply_instruments6,supply_instruments7,supply_instruments8,supply_instruments9,supply_instruments10,supply_instruments11
1253,TYSTAR,2528,1983,4,3,0,0,0,0,5.8212851405622486,1.755,0,0.7859999999999999,0.58,1.54,0.6,0.9059999999999999,4.4,6.717,1,0,5,118606,0,0,3.531345688960515,7.875483644037988e-05,TYSTAR83,JP,0.33048433048433046,0.9239999999999999,12,6.0,2.441392466938206,1.0,14.045124899274775,108.0,38.37463402924425,22.0,214.5292506043513,6.0,-5.486655922505246,1.0,6.244447342889537,0.872947908932671,108.0,-113.29306609210444,22.0,95.00394854577392,25.664114553579136,72,3.531345688960515
1254,TYTERC,2529,1983,4,3,0,0,0,1,5.018072289156627,1.985,0,0.8859999999999999,0.62,1.59,0.64,0.9570000000000001,3.9,147.971,1,0,5,163904,0,0,3.130056406124093,0.0017349161683667487,TYTERC81,JP,0.3123425692695214,1.0176,12,6.0,2.4595342281530144,1.0,14.446414182111198,108.0,38.37463402924425,22.0,214.5292506043513,6.0,-5.430197239782594,1.0,6.365075330678152,0.7764577879884973,108.0,-113.29306609210444,22.0,95.00394854577392,25.664114553579136,72,3.130056406124093
1255,TYCORO,2531,1983,4,4,0,0,0,0,6.162650602409639,2.116,0,0.968,0.7,1.67,0.64,0.945,3.6,143.43,1,0,5,625633,0,0,2.8892828364222396,0.001681674287724235,TYCORO83,JP,0.330812854442344,1.0688,12,6.0,2.4410639429801924,1.0,14.687187751813049,108.0,38.37463402924425,22.0,214.5292506043513,6.0,-5.487649496929962,1.0,6.445118038351688,0.7273681777919738,108.0,-113.29306609210444,22.0,95.00394854577392,25.664114553579136,72,2.8892828364222396
1256,TYCELI,2533,1983,4,2,0,0,0,0,7.328313253012048,2.496,0,1.44,1.05,1.77,0.68,0.9840000000000001,2.6,117.836,1,0,5,183502,0,0,2.0867042707493955,0.0013815922147965764,TYCELI71,JP,0.4206730769230769,1.2036,12,6.0,2.351203720499459,1.0,15.489766317485895,108.0,38.37463402924425,22.0,214.5292506043513,6.0,-5.727952668526998,1.0,6.770540438786316,0.608587635818465,108.0,-113.29306609210444,22.0,95.00394854577392,25.664114553579136,72,2.0867042707493955
1257,TYCAMR,2534,1983,4,4,0,0,0,0,7.829317269076305,2.326,0,1.217,0.92,1.76,0.67,1.024,3.2,52.666,1,0,5,150323,0,0,2.5682514101531018,0.0006174932582952281,TYCAMR83,JP,0.3955288048151333,1.1792,12,6.0,2.3763479926074025,1.0,15.008219178082188,108.0,38.37463402924425,22.0,214.5292506043513,6.0,-5.666320291829225,1.0,6.562901074008072,0.629068459139283,108.0,-113.29306609210444,22.0,95.00394854577392,25.664114553579136,72,2.5682514101531018
1258,TYCRES,2535,1983,6,4,1,1,1,0,13.623493975903616,2.998,0,1.68,1.43,1.85,0.67,1.041,2.1,39.755,1,0,5,206162,0,0,1.6854149879129732,0.0004661156055809591,TYCRES83,JP,0.47698465643762505,1.2395,12,6.0,2.294892140984911,0.0,15.891055600322316,108.0,38.37463402924425,22.0,214.5292506043513,6.0,-5.853580999456158,0.0,6.984114539084375,0.5791966290991098,108.0,-113.29306609210444,22.0,95.00394854577392,25.664114553579136,72,1.6854149879129732
1259,TYSUPR,2537,1983,6,2,0,1,0,0,14.204819277108435,2.97,0,1.68,1.5,1.84,0.68,1.03,2.1,26.972,1,0,5,50000,0,0,1.6854149879129732,0.00031623871497244696,TYSUPR82,JP,0.505050505050505,1.2512,12,6.0,2.266826292372031,1.0,15.891055600322316,108.0,38.37463402924425,22.0,214.5292506043513,6.0,-5.910755110158304,1.0,6.984114539084375,0.5698016107833084,108.0,-113.29306609210444,22.0,95.00394854577392,25.664114553579136,72,1.6854149879129732
1260,VWRABB,2538,1983,4,4,0,0,0,1,6.651606425702811,1.88,0,1.05,0.74,1.56,0.64,0.945,3.2,9.542,7,1,3,483181,0,0,2.5682514101531018,0.00011187712510259117,VWRABB81,EU,0.39361702127659576,0.9984000000000001,12,5.0,1.7740205792947372,1.0,11.075584206285251,109.0,38.97887322609545,22.0,218.4618855761482,5.0,-5.183096212707733,1.0,5.001289760316461,0.7704561660045935,109.0,-113.77144496463566,22.0,96.56555985946555,25.689164370533728,60,2.5682514101531018
1261,VWJETT,2540,1983,4,4,0,0,0,1,8.242971887550201,2.122,0,1.05,0.74,1.68,0.64,0.945,3.0,21.736,7,1,5,102164,0,0,2.4077356970185333,0.0002548481650838316,VWJETT81,EU,0.34872761545711595,1.0752,12,5.0,1.818909985114217,1.0,11.23609991941982,109.0,38.97887322609545,22.0,218.4618855761482,5.0,-5.062008949357799,1.0,5.065828281454031,0.6963481938508719,109.0,-113.77144496463566,22.0,96.56555985946555,25.689164370533728,60,2.4077356970185333
1262,VWSCIR,2542,1983,4,2,0,0,0,1,10.190763052208835,2.029,0,1.05,0.74,1.66,0.64,0.945,2.9,13.654,7,1,3,43480,0,0,2.3274778404512486,0.00016008910775002934,VWSCIR76,EU,0.36471168063085263,1.0624,12,5.0,1.8029259199404803,1.0,11.316357775987104,109.0,38.97887322609545,22.0,218.4618855761482,5.0,-5.106824928705913,1.0,5.0997298331297145,0.7083243848975875,109.0,-113.77144496463566,22.0,96.56555985946555,25.689164370533728,60,2.3274778404512486
1263,VWQUAN,2543,1983,4,4,0,1,0,1,11.325301204819278,2.14,0,1.05,0.74,1.79,0.67,1.004,2.9,16.343,7,1,3,46269,0,0,2.3274778404512486,0.00019161683667487394,VWQUAN83,EU,0.34579439252336447,1.1993,12,5.0,1.8218432080479685,1.0,11.316357775987104,109.0,38.97887322609545,22.0,218.4618855761482,5.0,-5.05356216051583,1.0,5.0997298331297145,0.5871168313820815,109.0,-113.77144496463566,22.0,96.56555985946555,25.689164370533728,60,2.3274778404512486
1264,VVDL,2547,1983,4,4,0,1,0,0,10.69277108433735,2.926,0,1.41,1.07,1.89,0.68,1.043,2.5,60.932,6,1,4,195432,0,0,2.006446414182111,0.0007144096611560558,VVDL81,EU,0.36568694463431306,1.2852000000000001,12,2.0,0.8484329323812718,0.0,3.2103142626913774,112.0,39.9323909496512,23.0,226.8889605157131,2.0,-1.7158072467434264,0.0,1.3862943611198906,0.5164274959402853,112.0,-117.16513314610165,23.0,100.42741533659363,25.6906774109715,24,2.006446414182111
1265,VVTURB,2551,1983,4,4,0,1,0,0,16.42570281124498,3.08,0,1.3,1.27,1.89,0.68,1.043,2.0,13.198,6,1,3,42331,0,0,1.6051571313456887,0.0001547426427482706,VVTURB83,EU,0.41233766233766234,1.2852000000000001,12,2.0,0.8017822146779225,0.0,3.6116035455277995,112.0,39.9323909496512,23.0,226.8889605157131,2.0,-1.8358722043525608,0.0,1.6094379124341005,0.5164274959402853,112.0,-117.16513314610165,23.0,100.42741533659363,25.6906774109715,24,1.6051571313456887
1266,VV760G,2553,1983,6,4,1,1,0,0,18.860441767068274,2.981,0,1.63,1.3,1.89,0.69,1.091,2.0,8.964,6,1,4,28751,0,0,1.6051571313456887,0.00010510024621878297,VV760G83,EU,0.43609527004360954,1.3040999999999998,12,2.0,0.7780246069719754,0.0,3.6116035455277995,112.0,39.9323909496512,23.0,226.8889605157131,2.0,-1.891890350639101,0.0,1.6094379124341005,0.5018286965191329,112.0,-117.16513314610165,23.0,100.42741533659363,25.6906774109715,24,1.6051571313456887
1267,AMENCO,3000,1984,4,3,0,0,0,1,5.538979788257939,2.01,1,0.852,0.58,1.6059999999999999,0.65,0.978,3.1,69.235,15,0,1,69235,0,0,2.6575082508250825,0.0007977393448478494,AMENCO84,US,0.2885572139303483,1.0439,13,2.0,0.5693933288977188,0.0,4.71493399339934,110.0,42.846744001100994,32.0,226.5740099009901,2.0,-2.513828229368439,0.0,2.0068708488450007,0.33112121892820945,110.0,-105.57684504862371,32.0,93.8166462621708,25.000808974270516,26,2.6575082508250825
1268,AMALLI,3001,1984,4,2,0,1,0,1,5.735322425409047,1.97,1,0.852,0.58,1.6380000000000001,0.65,0.978,3.1,100.366,15,0,1,100366,0,0,2.6575082508250825,0.0011564368756409222,AMALLI84,US,0.29441624365482233,1.0647000000000002,13,2.0,0.5635342991732447,0.0,4.71493399339934,110.0,42.846744001100994,32.0,226.5740099009901,2.0,-2.5339294086895263,0.0,2.0068708488450007,0.31139184902190153,110.0,-105.57684504862371,32.0,93.8166462621708,25.000808974270516,26,2.6575082508250825
1269,AMEAGL,3002,1984,4,4,0,1,0,0,9.138594802694897,3.273,1,1.5,0.9,1.8090000000000002,0.723,1.093,2.4,20.654,15,0,1,20654,0,0,2.0574257425742575,0.00023797946744403092,AMEAGL84,US,0.27497708524289644,1.3079070000000002,13,2.0,0.5829734575851706,0.0,5.315016501650165,110.0,42.846744001100994,32.0,226.5740099009901,2.0,-2.4656226157042256,0.0,2.262804222982201,0.10565676877053934,110.0,-105.57684504862371,32.0,93.8166462621708,25.000808974270516,26,2.0574257425742575
1270,BKSKYH,3006,1984,4,4,0,0,0,1,7.076997112608276,2.436,1,1.21,0.86,1.7530000000000001,0.62,1.012,2.8,121.858,19,0,2,121858,0,0,2.4003300330033004,0.0014040719446012744,BKSKYH82,US,0.3530377668308703,1.0868600000000002,13,34.0,12.004072424027656,9.0,64.89463696369637,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.73547966859786,9.0,26.536252028330885,10.230704057322365,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,2.4003300330033004
1271,BKSKYL,3008,1984,4,4,0,1,0,1,7.426371511068334,2.562,1,1.51,0.92,1.811,0.6890000000000001,1.0490000000000002,2.5,104.589,19,0,2,104589,0,0,2.1431518151815183,0.001205095115740474,BKSKYL80,US,0.35909445745511326,1.247779,13,34.0,11.998015733403415,9.0,65.15181518151816,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.752490095766504,9.0,26.64958071363789,10.092631691385664,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,2.1431518151815183
1272,BKCENT,3010,1984,4,4,1,1,0,1,8.934552454282963,2.738,1,1.51,0.92,1.891,0.677,1.0490000000000002,2.5,217.042,19,0,3,217042,0,0,2.1431518151815183,0.002500800792727189,BKCENT82,US,0.3360116873630387,1.280207,13,34.0,12.02109850349549,9.0,65.15181518151816,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.68605057237479,9.0,26.64958071363789,10.066975078712003,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,2.1431518151815183
1273,BKREGA,3014,1984,6,4,1,1,0,0,9.317613089509143,3.219,1,2.52,1.25,2.006,0.716,1.081,2.1,182.185,19,0,1,182185,0,0,1.8002475247524754,0.0020991715539987786,BKREGA84,US,0.3883193538365952,1.4362959999999998,13,34.0,11.968790837021933,9.0,65.49471947194719,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.83073270717764,9.0,26.823934100782665,9.95192928480021,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,1.8002475247524754
1274,BKLESA,3015,1984,6,4,1,1,0,0,9.759384023099132,3.622,1,2.31,1.1,2.184,0.762,1.159,1.9,164.314,19,0,1,164314,0,0,1.628795379537954,0.0018932583622348453,BKLESA84,US,0.3036996134732193,1.6642080000000001,13,34.0,12.053410577385309,9.0,65.66617161716171,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.5849437285232,9.0,26.92401755933965,9.804647527731296,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,1.628795379537954
1275,BKELEC,3017,1984,6,4,1,1,1,1,12.843118383060633,3.854,1,2.31,1.25,1.974,0.721,1.1079999999999999,1.7,84.414,19,0,3,84414,0,0,1.4573432343234323,0.0009726347809054143,BKELEC84,US,0.3243383497664764,1.423254,13,34.0,12.032771841092051,8.0,65.83762376237623,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.65069188950213,8.0,27.035243194449873,9.96105106300436,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,1.4573432343234323
1276,BKRIVI,3019,1984,6,2,1,1,1,1,15.379210779595764,3.679,1,2.52,1.25,2.066,0.715,1.14,1.6,53.398,19,0,2,53398,0,0,1.3716171617161717,0.000615262302826395,BKRIVI84,US,0.3397662408263115,1.4771899999999998,13,34.0,12.017343950032215,8.0,65.92334983498348,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.69716248337167,8.0,27.095867816266306,9.923855227909145,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,1.3716171617161717
1277,CDCIMA,3021,1984,4,4,0,1,1,1,12.140519730510105,2.583,1,1.21,0.88,1.7309999999999999,0.65,1.012,2.7,18.014,19,0,3,18014,0,0,2.3146039603960396,0.00020756086600836511,CDCIMA84,US,0.340689121176926,1.1251499999999999,13,34.0,12.0164210696816,8.0,64.98036303630363,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.699875022556505,8.0,26.57261967250176,10.196080502216846,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,2.3146039603960396
1278,CDSEVI,3022,1984,4,4,1,1,1,1,21.624639076034644,3.804,1,2.5,1.35,2.048,0.7090000000000001,1.14,1.8,35.349,19,0,3,35349,0,0,1.543069306930693,0.0004072981599050571,CDSEVI82,US,0.3548895899053628,1.4520320000000002,13,34.0,12.002220600953164,8.0,65.75189768976897,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.74071135594729,8.0,26.978084780609926,9.941032907591213,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,1.543069306930693
1279,CDDEVI,3023,1984,4,4,1,1,1,0,16.963426371511066,3.981,1,2.5,1.35,2.21,0.754,1.215,1.7,195.177,19,0,2,195177,0,0,1.4573432343234323,0.0022488679440942974,CDDEVI82,US,0.33911077618688773,1.66634,13,34.0,12.01799941467164,8.0,65.83762376237624,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.695231456612255,8.0,27.035243194449873,9.803367257762984,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,1.4573432343234323
1280,CDELDO,3024,1984,4,2,1,1,1,1,19.57844080846968,3.734,1,2.5,1.35,2.045,0.706,1.14,1.8,70.577,19,0,3,70577,0,0,1.543069306930693,0.0008132021339109795,CDELDO84,US,0.36154258168184256,1.4437699999999998,13,34.0,11.995567609176685,8.0,65.75189768976897,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.7592844555109,8.0,26.978084780609926,9.946739114312594,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,1.543069306930693
1281,CVCHEV,3026,1984,4,4,0,0,0,0,5.132820019249277,2.321,1,0.98,0.65,1.649,0.618,0.973,3.1,164.917,19,0,2,164917,0,0,2.6575082508250825,0.001900206247335492,CVCHEV79,US,0.2800517018526497,1.019082,13,34.0,12.077058489005879,9.0,64.63745874587458,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.50387886479534,9.0,26.434469334020946,10.295094640265448,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,2.6575082508250825
1282,CVCAVA,3027,1984,4,4,0,0,0,1,5.988450433108757,2.386,1,1.21,0.88,1.743,0.6629999999999999,1.012,2.8,377.446,19,0,3,377446,0,0,2.4003300330033004,0.004349007362684211,CVCAVA84,US,0.36881810561609385,1.1556089999999999,13,34.0,11.988292085242433,9.0,64.89463696369637,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.77920821299449,9.0,26.536252028330885,10.169369384576855,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,2.4003300330033004
1283,CVCITA,3029,1984,4,4,0,0,0,1,6.781520692974013,2.506,1,1.51,0.92,1.767,0.6829999999999999,1.0490000000000002,2.7,92.174,19,0,3,92174,0,0,2.3146039603960396,0.0010620470336102502,CVCITA80,US,0.36711891460494817,1.2068609999999997,13,34.0,11.989991276253578,9.0,64.98036303630363,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.77459044276716,9.0,26.57261967250176,10.125974088392251,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,2.3146039603960396
1284,CVCELE,3031,1984,4,4,0,1,0,1,7.593840230991337,2.703,1,1.51,0.92,1.89,0.7,1.0490000000000002,2.5,322.198,19,0,3,322198,0,0,2.1431518151815183,0.0037124289944578228,CVCELE84,US,0.340362560118387,1.323,13,34.0,12.01674763074014,9.0,65.15181518151815,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.69891603194674,9.0,26.64958071363789,10.034094977185644,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,2.1431518151815183
1285,CVCAMA,3035,1984,6,2,0,1,0,0,7.9355149181905675,2.883,1,1.73,1.07,1.8780000000000001,0.728,1.01,2.0,202.172,19,0,1,202172,0,0,1.7145214521452146,0.0023294657157012988,CVCAMA75,US,0.3711411723898717,1.367184,13,34.0,11.985969018468655,9.0,65.58044554455445,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.78548713799765,9.0,26.872724264952097,10.001243712317843,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,1.7145214521452146
1286,CVMONT,3037,1984,6,2,1,1,0,0,8.600577478344562,3.176,1,2.29,1.1,2.004,0.718,1.08,2.0,115.93,19,0,1,115930,0,0,1.7145214521452146,0.0013357683577411882,CVMONT84,US,0.34634760705289674,1.438872,13,34.0,12.01076258380563,9.0,65.58044554455445,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.71634754459953,9.0,26.872724264952097,9.950137389029758,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,1.7145214521452146
1287,CVIMPA,3039,1984,6,4,1,1,0,0,8.561116458132819,3.489,1,2.29,1.1,2.122,0.754,1.16,1.9,258.902,19,0,2,258902,0,0,1.628795379537954,0.0029831199806427083,CVIMPA81,US,0.3152765835482947,1.599988,13,34.0,12.041833607310233,9.0,65.66617161716171,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-35.62235492577979,9.0,26.92401755933965,9.844000733100854,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,1.628795379537954
1288,CVCORV,3041,1984,8,2,1,1,1,0,20.98171318575553,3.087,1,3.5,2.05,1.765,0.71,0.9620000000000001,1.6,30.424,19,0,1,30424,0,0,1.3716171617161717,0.00035055133715102146,CVCORV84,US,0.6640751538710722,1.2531499999999998,13,34.0,11.693035036987455,8.0,65.9233498349835,78.0,31.347584353070538,23.0,166.65148514851487,34.0,-36.367299955810395,8.0,27.09586781626631,10.08833648087998,78.0,-72.55687526732473,23.0,69.38904777699487,15.06089703031238,442,1.3716171617161717
1289,CRLeBA,3042,1984,4,4,0,1,0,1,8.644850818094321,2.495,1,1.35,0.96,1.798,0.685,1.003,2.7,98.83,16,0,2,98830,0,0,2.3146039603960396,0.0011387387802601712,CRLeBA84,US,0.3847695390781563,1.2316300000000002,13,13.0,5.049824188455879,1.0,27.603795379537953,99.0,38.27010081639503,31.0,204.02805280528054,13.0,-12.385324461260671,1.0,11.499197978495678,2.864100979466298,99.0,-95.99309999052039,31.0,84.46246947100096,22.30245441783503,169,2.3146039603960396
1290,CRLASE,3044,1984,4,2,0,1,0,1,8.485081809432145,2.525,1,1.35,0.99,1.75,0.693,0.97,2.4,53.131,16,0,1,53131,0,0,2.0574257425742575,0.000612185876090288,CRLASE84,US,0.3920792079207921,1.21275,13,13.0,5.042514519613244,1.0,27.860973597359735,99.0,38.27010081639503,31.0,204.02805280528054,13.0,-12.404143786403585,1.0,11.616981014152062,2.879548966652626,99.0,-95.99309999052039,31.0,84.46246947100096,22.30245441783503,169,2.0574257425742575
1291,CRE-CL,3045,1984,4,4,1,1,0,1,9.309913378248314,2.53,1,1.35,0.99,1.8719999999999999,0.6829999999999999,1.033,2.5,40.265,16,0,1,40265,0,0,2.1431518151815183,0.0004639412828814711,CRE-CL84,US,0.391304347826087,1.2785759999999997,13,13.0,5.043289379707949,1.0,27.775247524752473,99.0,38.27010081639503,31.0,204.02805280528054,13.0,-12.402165546391478,1.0,11.576159019631806,2.8266925161517618,99.0,-95.99309999052039,31.0,84.46246947100096,22.30245441783503,169,2.1431518151815183
1292,CRNEWY,3046,1984,4,4,1,1,0,1,11.607314725697785,2.675,1,1.35,1.4,1.857,0.6829999999999999,1.033,2.5,39.303,16,0,1,39303,0,0,2.1431518151815183,0.00045285692887347473,CRNEWY84,US,0.5233644859813084,1.2683309999999999,13,13.0,4.911229241552728,1.0,27.775247524752473,99.0,38.27010081639503,31.0,204.02805280528054,13.0,-12.692958041257652,1.0,11.576159019631806,2.8347376118365935,99.0,-95.99309999052039,31.0,84.46246947100096,22.30245441783503,169,2.1431518151815183
1293,CRFIFT,3047,1984,8,4,1,1,1,0,13.35322425409047,3.66,1,3.18,1.3,2.0669999999999997,0.742,1.127,1.7,94.34,16,0,1,94340,0,0,1.4573432343234323,0.0010870041134245123,CRFIFT84,US,0.3551912568306011,1.5337139999999998,13,13.0,5.079402470703435,0.0,28.461056105610556,99.0,38.27010081639503,31.0,204.02805280528054,13.0,-12.305336302038624,0.0,11.961821500443792,2.6447472299109402,99.0,-95.99309999052039,31.0,84.46246947100096,22.30245441783503,169,1.4573432343234323
1294,DGCOLT,3048,1984,4,4,0,0,0,1,5.427333974975938,1.951,1,0.975,0.72,1.61,0.626,0.937,3.0,69.379,16,0,3,69379,0,1,2.571782178217822,0.0007993985412897948,DGCOLT80,US,0.3690415171706817,1.00786,13,13.0,5.065552210363355,1.0,27.346617161716168,99.0,38.27010081639503,31.0,204.02805280528054,13.0,-12.343589056371398,1.0,11.393837462837853,3.064610203681482,99.0,-95.99309999052039,31.0,84.46246947100096,22.30245441783503,169,2.571782178217822
1295,DGARIE,3050,1984,4,4,0,0,0,1,6.658325312800769,2.323,1,1.35,0.96,1.761,0.6859999999999999,1.003,2.7,111.984,16,0,1,111984,0,0,2.3146039603960396,0.001290301766352879,DGARIE83,US,0.41325871717606544,1.2080459999999997,13,13.0,5.021335010357971,1.0,27.603795379537953,99.0,38.27010081639503,31.0,204.02805280528054,13.0,-12.456753736675884,1.0,11.499197978495678,2.8834352965379977,99.0,-95.99309999052039,31.0,84.46246947100096,22.30245441783503,169,2.3146039603960396
1296,DGDAYT,3051,1984,4,2,0,1,0,1,8.149181905678535,2.528,1,1.35,0.99,1.75,0.693,0.97,2.4,44.717,16,0,1,44717,0,0,2.0574257425742575,0.0005152381062116167,DGDAYT84,US,0.3916139240506329,1.21275,13,13.0,5.042979803483403,1.0,27.860973597359735,99.0,38.27010081639503,31.0,204.02805280528054,13.0,-12.402956372846296,1.0,11.616981014152062,2.879548966652626,99.0,-95.99309999052039,31.0,84.46246947100096,22.30245441783503,169,2.0574257425742575
1297,DG600,3052,1984,4,4,1,1,0,1,8.820981713185754,2.564,1,1.35,0.99,1.874,0.6829999999999999,1.033,2.5,42.843,16,0,1,42843,0,0,2.1431518151815183,0.0004936455080712994,DG60083,US,0.3861154446177847,1.279942,13,13.0,5.048478282916252,1.0,27.77524752475247,99.0,38.27010081639503,31.0,204.02805280528054,13.0,-12.388816310072484,1.0,11.576159019631808,2.8256247103909313,99.0,-95.99309999052039,31.0,84.46246947100096,22.30245441783503,169,2.1431518151815183
1298,DGDIPL,3053,1984,8,4,1,1,0,0,8.5004812319538,3.454,1,3.18,1.3,2.057,0.742,1.127,1.7,28.623,16,0,2,28623,0,0,1.4573432343234323,0.00032979985942919034,DGDIPL84,US,0.37637521713954836,1.526294,13,13.0,5.058218510394488,1.0,28.461056105610556,99.0,38.27010081639503,31.0,204.02805280528054,13.0,-12.363266469727415,1.0,11.961821500443792,2.649596899939751,99.0,-95.99309999052039,31.0,84.46246947100096,22.30245441783503,169,1.4573432343234323
1299,FDESCO,3054,1984,4,4,0,0,0,1,5.615976900866217,2.078,1,0.976,0.8,1.639,0.659,0.9420000000000001,2.7,353.578,18,0,3,353578,0,0,2.3146039603960396,0.00407399555243176,FDESCO84,US,0.384985563041386,1.080101,13,14.0,5.080700392294885,3.0,25.717821782178213,98.0,38.239008588592796,29.0,205.91402640264025,14.0,-14.262441177330452,3.0,10.4359466560396,4.447150792029913,98.0,-94.11654455418312,29.0,85.52572079345703,20.850688545318867,182,2.3146039603960396
1300,FDTEMP,3056,1984,4,4,0,0,0,1,6.5832531280077,2.348,1,1.4,0.84,1.7619999999999998,0.662,0.9990000000000001,2.7,256.532,18,0,1,256532,0,0,2.3146039603960396,0.00295581237253569,FDTEMP84,US,0.3577512776831346,1.1664439999999998,13,14.0,5.107934677653137,3.0,25.717821782178213,98.0,38.239008588592796,29.0,205.91402640264025,14.0,-14.18907333221107,3.0,10.4359466560396,4.370245542843118,98.0,-94.11654455418312,29.0,85.52572079345703,20.850688545318867,182,2.3146039603960396
1301,FDMUST,3057,1984,4,2,0,0,0,0,6.831568816169392,2.664,1,1.4,0.88,1.791,0.691,1.005,2.4,138.296,18,0,2,138296,0,0,2.0574257425742575,0.001593473827328348,FDMUST74,US,0.3303303303303303,1.2375809999999998,13,14.0,5.135355625005941,3.0,25.974999999999994,98.0,38.239008588592796,29.0,205.91402640264025,14.0,-14.10932849713367,3.0,10.553729691695985,4.311046679447869,98.0,-94.11654455418312,29.0,85.52572079345703,20.850688545318867,182,2.0574257425742575
1302,FDLTD,3060,1984,4,4,1,1,0,0,8.27526467757459,2.792,1,1.4,0.88,1.965,0.71,1.056,2.3,196.907,18,0,2,196907,0,0,1.9716996699669966,0.0022688013457926696,FDLTD83,US,0.31518624641833815,1.39515,13,14.0,5.150499708917934,3.0,26.060726072607252,98.0,38.239008588592796,29.0,205.91402640264025,14.0,-14.062399064911688,3.0,10.59628930611478,4.191203410937528,98.0,-94.11654455418312,29.0,85.52572079345703,20.850688545318867,182,1.9716996699669966
1303,FDCRNV,3063,1984,8,4,1,1,0,0,9.446583253128006,3.728,1,3.02,1.4,2.1109999999999998,0.775,1.143,1.7,169.253,18,0,4,169253,0,0,1.4573432343234323,0.0019501664957540703,FDCRNV84,US,0.37553648068669526,1.6360249999999998,13,14.0,5.090149474649577,3.0,26.575082508250823,98.0,38.239008588592796,29.0,205.91402640264025,14.0,-14.237590961119565,3.0,10.898570177987713,4.031935828074583,98.0,-94.11654455418312,29.0,85.52572079345703,20.850688545318867,182,1.4573432343234323
1304,FDTHUN,3065,1984,6,2,1,1,0,0,9.271414821944175,3.069,1,2.32,1.2,1.976,0.711,1.04,2.0,154.865,18,0,4,154865,0,0,1.7145214521452146,0.0017843851179296915,FDTHUN84,US,0.39100684261974583,1.404936,13,14.0,5.074679112716526,3.0,26.317904290429034,98.0,38.239008588592796,29.0,205.91402640264025,14.0,-14.277960402478055,3.0,10.73605124848994,4.184213597165197,98.0,-94.11654455418312,29.0,85.52572079345703,20.850688545318867,182,1.7145214521452146
1305,LCTOWN,3067,1984,8,4,1,1,1,0,17.768046198267562,3.462,1,3.02,1.55,2.19,0.7809999999999999,1.173,1.7,90.869,18,0,5,90869,0,0,1.4573432343234323,0.0010470105658551198,LCTOWN84,US,0.44771808203350666,1.7103899999999999,13,14.0,5.017967873302766,2.0,26.575082508250823,98.0,38.239008588592796,29.0,205.91402640264025,14.0,-14.413399095498836,2.0,10.898570177987713,3.9874839326260183,98.0,-94.11654455418312,29.0,85.52572079345703,20.850688545318867,182,1.4573432343234323
